Sentiment,VIX price change, GSPC price change
5.45,-4.830000000000002,126.75
3.38,7.6299990000000015,-106.18017599999985
4.0,2.3200000000000003,-51.56982400000015
4.31,12.520000000000003,-225.81005800000003
6.83,-7.160000000000004,135.66992100000016
5.5,6.600003000000001,-140.850097
3.79,21.569998999999996,-260.73999000000003
4.47,-17.639998999999996,230.3801269999999
4.67,24.860000000000007,-324.89013699999987
4.74,-6.779998000000006,143.06005800000003
5.2,0.5399929999999955,-131.0898430000002
5.05,-4.449996999999996,11.28979500000014
4.67,-5.959998999999996,-104.46997099999999
6.0,-4.450001,-67.52001999999993
5.1,0.07999799999999624,209.93017599999985
5.4,2.2800030000000007,28.229980999999952
5.6,-2.9500010000000003,154.51000900000008
3.0,4.540001000000004,-88.600097
5.43,-8.459999000000003,85.17993100000012
4.36,-3.5400010000000037,-42.05981400000019
5.41,3.520000000000003,-114.09008799999992
4.95,-6.150001000000003,56.39990200000011
5.05,-4.110000999999997,-38.25
4.67,-1.5599970000000027,175.0300299999999
3.0,1.4599990000000034,-4.270019999999931
2.74,-3.350003000000001,90.57006799999999
4.92,-1.6799999999999997,39.84008799999992
4.93,-0.5,-28.19018499999993
3.8,-3.4099999999999966,84.43017599999985
5.65,3.0800020000000004,-62.69995199999994
5.5,-0.7299990000000065,16.189941999999974
5.2,-1.9599989999999963,75.01000999999997
4.67,5.68,-51.40014699999983
3.38,1.5799979999999962,-86.59985300000017
5.6,-3.4299999999999997,62.75
6.32,-0.5999989999999968,-1.5100099999999657
2.46,-5.450001,38.93994100000009
4.36,-2.639999000000003,41.739990000000034
6.36,0.27999900000000366,-15.09008700000004
4.86,-2.34,76.12011699999994
6.67,2.920002,-27.080077999999958
4.31,3.0399969999999996,-81.71997099999999
2.25,-1.2199979999999968,12.030029000000013
1.5,-2.3600000000000065,25.699951000000056
6.55,0.5099980000000031,-20.020019000000048
4.83,-2.679998000000001,32.77001900000005
4.71,-3.4600009999999983,48.610107999999855
6.0,-0.41000000000000014,0.38989200000014534
4.46,5.470000999999996,-60.06982400000015
6.8,2.239998,-50.12011699999994
4.89,-2.6699979999999996,32.5
3.14,-0.7200019999999974,11.199951000000056
5.6,-2.59,90.20996100000002
5.87,1.230001999999999,-30.969970999999987
5.09,-2.540001,48.67016599999988
7.5,1.5400010000000002,-23.100097000000005
5.17,-1.3700009999999985,6.93994100000009
4.75,-0.14999999999999858,36.320068999999876
4.0,-0.3899990000000031,44.35986300000013
5.45,0.9699990000000014,-6.399902999999995
5.4,-1.0799999999999983,14.580078999999841
3.5,0.7199999999999989,11.419921000000159
7.0,-1.3900000000000006,25.090087999999923
6.0,-1.1799999999999997,42.050048999999944
2.86,0.1499990000000011,-10.520019000000048
5.0,-1.2899990000000017,81.57983400000012
6.0,1.2899990000000017,38.45996100000002
4.0,1.760000999999999,-25.20996100000002
